item_id,name,calories,protein,carbs,fat,fiber,diet_type,meal_type,goal_tag
891,Tandoori Quinoa Salad with Basmati Rice,623,40,81,33,8,Non-Vegetarian,Dinner,Muscle Gain
892,Crispy Salad with Garlic Sauce,514,41,54,28,5,Non-Vegetarian,Dinner,Maintenance
893,Grilled Soup Special,615,42,35,3,3,Vegetarian,Dinner,Muscle Gain
894,Healthy Quinoa Salad Platter,463,39,83,19,8,Vegetarian,Dinner,Maintenance
895,Classic Soup with Basmati Rice,710,17,40,18,4,Vegan,Dinner,Muscle Gain
896,Healthy Tofu with Herbs,704,44,10,5,2,Vegan,Dinner,Muscle Gain
897,Grilled Salad with Garlic Sauce,702,16,75,20,7,Non-Vegetarian,Dinner,Muscle Gain
898,Baked Salad with Olive Oil,574,16,73,30,7,Vegan,Dinner,Maintenance
899,Grilled Lentil Platter,770,21,54,4,5,Vegetarian,Dinner,Muscle Gain
900,Steamed Stir-Fry Special,273,10,30,24,3,Vegetarian,Dinner,Weight Loss
901,Garlic Tofu Special,516,19,41,21,4,Non-Vegetarian,Dinner,Maintenance
902,Garlic Tofu Platter,390,11,46,20,4,Vegan,Dinner,Weight Loss
903,Creamy Oatmeal with Steamed Veggies,670,39,25,27,2,Vegetarian,Dinner,Muscle Gain
904,Creamy Pasta with Olive Oil,791,17,18,5,2,Non-Vegetarian,Dinner,Muscle Gain
905,Lemon Avocado Toast with Steamed Veggies,523,30,44,7,4,Vegan,Dinner,Maintenance
906,Creamy Rice Bowl Special,570,19,27,35,2,Non-Vegetarian,Dinner,Maintenance
907,Garlic Wrap with Herbs,505,45,74,15,7,Non-Vegetarian,Dinner,Maintenance
908,Spicy Tofu with Olive Oil,514,20,17,18,2,Vegetarian,Dinner,Maintenance
909,Crispy Salad with Herbs,453,19,18,24,2,Vegetarian,Dinner,Maintenance
910,Baked Rice Bowl Platter,698,14,34,21,3,Vegetarian,Dinner,Muscle Gain
911,Spicy Stir-Fry Delight,714,38,30,6,3,Vegan,Dinner,Muscle Gain
912,Garlic Soup with Garlic Sauce,668,25,19,3,2,Vegetarian,Dinner,Muscle Gain
913,Roasted Avocado Toast Platter,509,44,77,3,7,Vegan,Dinner,Maintenance
914,Healthy Pasta with Avocado,470,12,23,12,2,Non-Vegetarian,Dinner,Maintenance
915,Roasted Beef with Steamed Veggies,294,45,64,20,6,Non-Vegetarian,Dinner,Weight Loss
916,Crispy Rice Bowl Platter,539,6,24,19,2,Non-Vegetarian,Dinner,Maintenance
917,Healthy Stir-Fry Special,553,25,65,35,6,Vegan,Dinner,Maintenance
918,Healthy Oatmeal with Garlic Sauce,719,24,62,23,6,Non-Vegetarian,Dinner,Muscle Gain
919,Garlic Salmon Special,588,16,88,22,8,Non-Vegetarian,Dinner,Maintenance
920,Roasted Salad with Basmati Rice,723,35,31,8,3,Vegetarian,Dinner,Muscle Gain
921,Lemon Soup with Garlic Sauce,430,17,28,4,2,Vegan,Dinner,Maintenance
922,Grilled Avocado Toast with Garlic Sauce,210,38,34,8,3,Vegetarian,Dinner,Weight Loss
923,Classic Wrap with Olive Oil,560,34,44,22,4,Vegetarian,Dinner,Maintenance
924,Healthy Quinoa Salad Special,726,5,79,32,7,Vegetarian,Dinner,Muscle Gain
925,Classic Paneer Special,620,7,50,33,5,Vegan,Dinner,Muscle Gain
926,Tandoori Paneer with Basmati Rice,743,31,82,14,8,Vegetarian,Dinner,Muscle Gain
927,Roasted Tofu with Avocado,431,30,81,26,8,Vegan,Dinner,Maintenance
928,Lemon Soup with Herbs,675,24,62,10,6,Non-Vegetarian,Dinner,Muscle Gain
929,Tandoori Rice Bowl with Herbs,520,32,50,19,5,Vegetarian,Dinner,Maintenance
930,Grilled Tofu with Garlic Sauce,787,19,64,4,6,Non-Vegetarian,Dinner,Muscle Gain
931,Creamy Avocado Toast with Olive Oil,275,24,69,31,6,Vegetarian,Dinner,Weight Loss
932,Creamy Chicken with Olive Oil,267,26,22,27,2,Non-Vegetarian,Dinner,Weight Loss
933,Spicy Quinoa Salad with Basmati Rice,242,25,49,35,4,Vegan,Dinner,Weight Loss
934,Tandoori Oatmeal Delight,595,26,33,34,3,Vegetarian,Dinner,Maintenance
935,Roasted Stir-Fry Special,370,33,54,31,5,Vegetarian,Dinner,Weight Loss
936,Tandoori Stir-Fry with Steamed Veggies,357,33,57,26,5,Vegetarian,Dinner,Weight Loss
937,Baked Salmon with Herbs,226,16,73,27,7,Non-Vegetarian,Dinner,Weight Loss
938,Healthy Wrap Platter,497,24,30,14,3,Non-Vegetarian,Dinner,Maintenance
939,Lemon Lentil Platter,490,10,42,15,4,Non-Vegetarian,Dinner,Maintenance
940,Steamed Tofu Platter,714,15,85,12,8,Vegan,Dinner,Muscle Gain
941,Grilled Quinoa Salad Special,574,7,61,6,6,Non-Vegetarian,Dinner,Maintenance
942,Grilled Paneer Special,506,42,53,35,5,Non-Vegetarian,Dinner,Maintenance
943,Steamed Tofu Special,797,24,90,4,9,Vegetarian,Dinner,Muscle Gain
944,Roasted Wrap Special,521,16,68,24,6,Non-Vegetarian,Dinner,Maintenance
945,Classic Lentil Delight,691,27,81,20,8,Vegetarian,Dinner,Muscle Gain
946,Steamed Paneer Delight,406,39,44,20,4,Vegetarian,Dinner,Maintenance
947,Tandoori Soup with Herbs,389,13,71,23,7,Vegan,Dinner,Weight Loss
948,Tandoori Soup Platter,518,12,47,26,4,Vegan,Dinner,Maintenance
949,Classic Wrap Delight,750,18,41,8,4,Vegetarian,Dinner,Muscle Gain
950,Garlic Wrap Special,741,13,38,3,3,Vegan,Dinner,Muscle Gain
951,Classic Quinoa Salad with Herbs,232,31,88,4,8,Vegan,Dinner,Weight Loss
952,Baked Pasta with Avocado,733,19,62,22,6,Vegan,Dinner,Muscle Gain
953,Crispy Pasta Delight,677,11,70,23,7,Vegetarian,Dinner,Muscle Gain
954,Creamy Soup Delight,699,6,10,29,2,Vegan,Dinner,Muscle Gain
955,Lemon Stir-Fry with Avocado,607,9,48,13,4,Vegan,Dinner,Muscle Gain
956,Classic Tofu with Herbs,474,14,58,12,5,Vegan,Dinner,Maintenance
957,Steamed Stir-Fry with Avocado,507,25,87,15,8,Vegetarian,Dinner,Maintenance
958,Crispy Oatmeal Platter,771,42,83,17,8,Vegan,Dinner,Muscle Gain
959,Creamy Paneer with Garlic Sauce,286,13,50,10,5,Vegetarian,Dinner,Weight Loss
960,Garlic Lentil with Avocado,723,29,63,11,6,Vegan,Dinner,Muscle Gain
961,Spicy Quinoa Salad Delight,759,18,64,9,6,Non-Vegetarian,Dinner,Muscle Gain
962,Steamed Rice Bowl Delight,345,41,90,20,9,Vegan,Dinner,Weight Loss
963,Crispy Rice Bowl with Basmati Rice,639,18,73,20,7,Vegan,Dinner,Muscle Gain
964,Crispy Stir-Fry with Avocado,779,36,53,6,5,Vegetarian,Dinner,Muscle Gain
965,Spicy Avocado Toast with Garlic Sauce,410,38,87,35,8,Non-Vegetarian,Dinner,Maintenance
966,Classic Wrap Special,633,30,20,12,2,Non-Vegetarian,Dinner,Muscle Gain
967,Creamy Lentil with Herbs,714,8,32,17,3,Vegan,Dinner,Muscle Gain
968,Classic Avocado Toast with Olive Oil,525,33,44,17,4,Vegetarian,Dinner,Maintenance
969,Spicy Oatmeal with Olive Oil,781,41,28,15,2,Non-Vegetarian,Dinner,Muscle Gain
970,Baked Rice Bowl Delight,785,43,70,5,7,Vegetarian,Dinner,Muscle Gain
971,Crispy Rice Bowl with Avocado,736,41,13,14,2,Non-Vegetarian,Dinner,Muscle Gain
972,Tandoori Avocado Toast with Olive Oil,670,21,37,32,3,Vegetarian,Dinner,Muscle Gain
973,Steamed Stir-Fry with Garlic Sauce,505,11,71,7,7,Non-Vegetarian,Dinner,Maintenance
974,Healthy Salmon with Olive Oil,428,24,63,24,6,Non-Vegetarian,Dinner,Maintenance
975,Spicy Avocado Toast with Avocado,340,17,53,29,5,Vegetarian,Dinner,Weight Loss
976,Lemon Chicken with Steamed Veggies,454,19,54,22,5,Non-Vegetarian,Dinner,Maintenance
977,Garlic Pasta Special,219,19,38,11,3,Vegan,Dinner,Weight Loss
978,Creamy Oatmeal with Avocado,628,11,75,10,7,Non-Vegetarian,Dinner,Muscle Gain
979,Baked Wrap Platter,582,11,15,13,2,Non-Vegetarian,Dinner,Maintenance
980,Lemon Salmon with Herbs,602,18,68,15,6,Non-Vegetarian,Dinner,Muscle Gain
981,Tandoori Pasta with Herbs,661,34,85,35,8,Vegan,Dinner,Muscle Gain
982,Spicy Wrap with Herbs,225,29,28,6,2,Vegetarian,Dinner,Weight Loss
983,Grilled Salad with Avocado,240,14,51,6,5,Vegan,Dinner,Weight Loss
984,Crispy Salad Delight,244,23,34,23,3,Non-Vegetarian,Dinner,Weight Loss
985,Healthy Stir-Fry with Basmati Rice,464,31,59,31,5,Non-Vegetarian,Dinner,Maintenance
986,Creamy Paneer with Olive Oil,523,32,31,3,3,Non-Vegetarian,Dinner,Maintenance
987,Spicy Oatmeal with Steamed Veggies,791,38,25,3,2,Vegan,Dinner,Muscle Gain
988,Creamy Chicken with Avocado,706,33,11,15,2,Non-Vegetarian,Dinner,Muscle Gain
989,Spicy Quinoa Salad Platter,728,19,88,13,8,Vegan,Dinner,Muscle Gain
990,Baked Pasta Platter,781,8,60,9,6,Vegetarian,Dinner,Muscle Gain
991,Spicy Rice Bowl with Herbs,559,43,35,14,3,Vegetarian,Dinner,Maintenance
992,Steamed Wrap Delight,657,10,58,21,5,Vegetarian,Dinner,Muscle Gain
993,Roasted Wrap with Basmati Rice,291,33,49,26,4,Vegetarian,Dinner,Weight Loss
994,Garlic Beef with Steamed Veggies,696,33,81,21,8,Non-Vegetarian,Dinner,Muscle Gain
995,Roasted Oatmeal Special,306,15,33,28,3,Non-Vegetarian,Dinner,Weight Loss
996,Garlic Wrap Delight,560,25,80,23,8,Non-Vegetarian,Dinner,Maintenance
997,Roasted Salad Special,200,7,46,4,4,Vegetarian,Dinner,Weight Loss
998,Classic Quinoa Salad Special,280,8,52,25,5,Vegan,Dinner,Weight Loss
999,Roasted Rice Bowl with Avocado,218,27,55,25,5,Vegetarian,Dinner,Weight Loss
1000,Grilled Salad Platter,334,18,27,15,2,Non-Vegetarian,Dinner,Weight Loss
1001,Classic Pasta with Garlic Sauce,355,17,23,11,2,Vegetarian,Dinner,Weight Loss
1002,Creamy Oatmeal Platter,737,7,76,9,7,Vegetarian,Dinner,Muscle Gain
1003,Roasted Salad Delight,756,5,87,34,8,Vegan,Dinner,Muscle Gain
1004,Steamed Wrap with Basmati Rice,250,16,28,6,2,Non-Vegetarian,Dinner,Weight Loss
1005,Healthy Quinoa Salad with Herbs,382,15,46,14,4,Vegetarian,Dinner,Weight Loss
1006,Healthy Quinoa Salad with Garlic Sauce,530,28,58,7,5,Vegan,Dinner,Maintenance
1007,Spicy Tofu with Steamed Veggies,676,45,25,16,2,Vegan,Dinner,Muscle Gain
1008,Steamed Wrap with Avocado,784,43,59,14,5,Vegetarian,Dinner,Muscle Gain
1009,Healthy Lentil with Steamed Veggies,406,10,66,35,6,Vegan,Dinner,Maintenance
1010,Grilled Beef with Avocado,490,41,41,13,4,Non-Vegetarian,Dinner,Maintenance
1011,Creamy Stir-Fry with Avocado,720,11,61,9,6,Vegetarian,Dinner,Muscle Gain
1012,Classic Pasta with Olive Oil,291,42,11,35,2,Vegetarian,Dinner,Weight Loss
1013,Lemon Rice Bowl Special,525,29,61,27,6,Vegan,Dinner,Maintenance
1014,Classic Tofu with Avocado,354,33,57,14,5,Vegan,Dinner,Weight Loss
1015,Spicy Tofu with Herbs,785,21,67,4,6,Vegan,Dinner,Muscle Gain
1016,Crispy Avocado Toast Delight,216,7,53,6,5,Vegetarian,Dinner,Weight Loss
1017,Spicy Stir-Fry with Avocado,543,9,25,20,2,Vegan,Dinner,Maintenance
1018,Lemon Rice Bowl with Garlic Sauce,542,44,68,5,6,Vegetarian,Dinner,Maintenance
1019,Lemon Lentil with Avocado,232,41,17,20,2,Vegetarian,Dinner,Weight Loss
1020,Creamy Avocado Toast with Avocado,205,31,15,5,2,Vegetarian,Dinner,Weight Loss
1021,Steamed Wrap with Herbs,774,18,27,24,2,Vegan,Dinner,Muscle Gain
1022,Creamy Soup Platter,761,33,68,22,6,Vegetarian,Dinner,Muscle Gain
1023,Garlic Oatmeal Platter,235,25,54,12,5,Vegetarian,Dinner,Weight Loss
1024,Garlic Oatmeal Special,578,29,57,3,5,Vegetarian,Dinner,Maintenance
1025,Classic Pasta Special,624,13,85,8,8,Vegan,Dinner,Muscle Gain
1026,Steamed Avocado Toast Delight,327,23,63,14,6,Vegetarian,Dinner,Weight Loss
1027,Spicy Paneer Platter,488,28,72,29,7,Vegan,Dinner,Maintenance
1028,Classic Chicken with Herbs,535,36,24,27,2,Non-Vegetarian,Dinner,Maintenance
1029,Classic Salad with Steamed Veggies,524,29,83,27,8,Vegan,Dinner,Maintenance
1030,Steamed Wrap with Olive Oil,404,31,61,19,6,Vegetarian,Dinner,Maintenance
1031,Baked Soup with Herbs,603,28,85,9,8,Vegan,Dinner,Muscle Gain
1032,Steamed Chicken with Olive Oil,244,44,67,23,6,Non-Vegetarian,Dinner,Weight Loss
1033,Creamy Oatmeal Delight,660,44,43,24,4,Vegetarian,Dinner,Muscle Gain
1034,Garlic Salad Special,222,12,31,12,3,Vegetarian,Dinner,Weight Loss
1035,Healthy Soup Special,625,36,84,21,8,Vegan,Dinner,Muscle Gain
1036,Lemon Wrap with Steamed Veggies,218,27,43,25,4,Vegan,Dinner,Weight Loss
1037,Garlic Tofu with Garlic Sauce,581,31,56,18,5,Non-Vegetarian,Dinner,Maintenance
1038,Garlic Chicken with Steamed Veggies,752,42,43,18,4,Non-Vegetarian,Dinner,Muscle Gain
1039,Lemon Paneer Delight,202,12,80,25,8,Vegetarian,Dinner,Weight Loss
1040,Garlic Rice Bowl with Steamed Veggies,740,25,58,19,5,Vegetarian,Dinner,Muscle Gain
1041,Baked Avocado Toast Special,559,45,37,35,3,Non-Vegetarian,Dinner,Maintenance
1042,Healthy Avocado Toast with Garlic Sauce,426,19,73,26,7,Vegan,Dinner,Maintenance
1043,Classic Oatmeal with Basmati Rice,207,17,60,10,6,Vegetarian,Dinner,Weight Loss
1044,Roasted Salmon Platter,335,41,83,33,8,Non-Vegetarian,Dinner,Weight Loss
1045,Classic Salad Platter,637,40,11,10,2,Vegan,Dinner,Muscle Gain
1046,Steamed Quinoa Salad Special,369,34,26,4,2,Non-Vegetarian,Dinner,Weight Loss
1047,Spicy Tofu Delight,266,30,72,7,7,Vegan,Dinner,Weight Loss
1048,Baked Soup with Steamed Veggies,676,23,79,13,7,Vegetarian,Dinner,Muscle Gain
1049,Tandoori Tofu with Avocado,246,7,48,34,4,Non-Vegetarian,Dinner,Weight Loss
1050,Healthy Avocado Toast Delight,293,18,86,4,8,Vegan,Dinner,Weight Loss
1051,Steamed Stir-Fry Platter,532,29,86,21,8,Non-Vegetarian,Dinner,Maintenance
1052,Grilled Tofu with Steamed Veggies,709,32,32,11,3,Vegetarian,Dinner,Muscle Gain
1053,Tandoori Avocado Toast with Herbs,449,32,85,28,8,Vegan,Dinner,Maintenance
1054,Healthy Beef Delight,662,7,17,26,2,Non-Vegetarian,Dinner,Muscle Gain
1055,Classic Soup with Olive Oil,349,13,14,21,2,Vegan,Dinner,Weight Loss
1056,Creamy Rice Bowl with Avocado,287,38,56,7,5,Vegan,Dinner,Weight Loss
1057,Baked Beef Delight,636,15,66,25,6,Non-Vegetarian,Dinner,Muscle Gain
1058,Classic Salad with Basmati Rice,492,36,35,10,3,Vegetarian,Dinner,Maintenance
1059,Grilled Oatmeal with Herbs,763,39,47,22,4,Non-Vegetarian,Dinner,Muscle Gain
1060,Classic Oatmeal Delight,738,31,62,7,6,Vegetarian,Dinner,Muscle Gain
1061,Classic Beef with Garlic Sauce,324,41,79,27,7,Non-Vegetarian,Dinner,Weight Loss
1062,Healthy Soup with Garlic Sauce,576,44,38,17,3,Non-Vegetarian,Dinner,Maintenance
1063,Spicy Wrap with Avocado,637,40,73,6,7,Vegetarian,Dinner,Muscle Gain
1064,Healthy Pasta Platter,243,19,37,33,3,Non-Vegetarian,Dinner,Weight Loss
1065,Grilled Paneer with Garlic Sauce,320,6,52,30,5,Vegan,Dinner,Weight Loss
1066,Baked Paneer with Steamed Veggies,526,43,38,4,3,Vegetarian,Dinner,Maintenance
1067,Garlic Avocado Toast with Garlic Sauce,292,23,13,27,2,Vegetarian,Dinner,Weight Loss
1068,Baked Soup with Garlic Sauce,392,14,76,18,7,Vegetarian,Dinner,Weight Loss
1069,Grilled Lentil with Garlic Sauce,799,23,69,10,6,Vegetarian,Dinner,Muscle Gain
1070,Crispy Salmon Delight,549,28,16,17,2,Non-Vegetarian,Dinner,Maintenance
1071,Creamy Stir-Fry Delight,572,33,24,9,2,Non-Vegetarian,Dinner,Maintenance
1072,Healthy Chicken with Avocado,704,13,62,9,6,Non-Vegetarian,Dinner,Muscle Gain
1073,Garlic Beef with Olive Oil,211,40,81,12,8,Non-Vegetarian,Dinner,Weight Loss
1074,Healthy Beef with Herbs,402,42,72,24,7,Non-Vegetarian,Dinner,Maintenance
1075,Baked Stir-Fry Platter,783,16,58,27,5,Non-Vegetarian,Dinner,Muscle Gain
1076,Grilled Tofu with Avocado,636,42,42,19,4,Vegetarian,Dinner,Muscle Gain
1077,Tandoori Quinoa Salad with Garlic Sauce,436,5,80,26,8,Vegan,Dinner,Maintenance
1078,Lemon Salmon with Garlic Sauce,507,10,83,28,8,Non-Vegetarian,Dinner,Maintenance
1079,Steamed Chicken with Garlic Sauce,373,27,88,31,8,Non-Vegetarian,Dinner,Weight Loss
1080,Roasted Soup with Steamed Veggies,268,29,44,26,4,Vegan,Dinner,Weight Loss
1081,Steamed Pasta Special,230,40,45,17,4,Vegan,Dinner,Weight Loss
1082,Creamy Stir-Fry with Basmati Rice,437,19,13,25,2,Non-Vegetarian,Dinner,Maintenance
1083,Crispy Chicken with Basmati Rice,791,26,55,7,5,Non-Vegetarian,Dinner,Muscle Gain
1084,Spicy Beef Special,288,36,40,26,4,Non-Vegetarian,Dinner,Weight Loss
1085,Garlic Salad with Basmati Rice,795,7,27,9,2,Non-Vegetarian,Dinner,Muscle Gain
1086,Crispy Soup with Herbs,726,17,90,14,9,Vegetarian,Dinner,Muscle Gain
1087,Grilled Paneer with Basmati Rice,440,24,85,8,8,Vegetarian,Dinner,Maintenance
1088,Tandoori Quinoa Salad with Steamed Veggies,480,10,72,33,7,Non-Vegetarian,Dinner,Maintenance
1089,Lemon Stir-Fry Delight,454,28,84,32,8,Vegetarian,Dinner,Maintenance
1090,Healthy Beef Special,684,12,73,25,7,Non-Vegetarian,Dinner,Muscle Gain
1091,Tandoori Quinoa Salad with Avocado,439,21,19,25,2,Vegetarian,Dinner,Maintenance
1092,Creamy Paneer with Steamed Veggies,357,26,82,28,8,Vegetarian,Dinner,Weight Loss
1093,Spicy Stir-Fry with Steamed Veggies,249,29,35,18,3,Vegetarian,Dinner,Weight Loss
1094,Tandoori Paneer Delight,651,32,74,30,7,Vegetarian,Dinner,Muscle Gain
1095,Spicy Soup Special,634,20,41,33,4,Non-Vegetarian,Dinner,Muscle Gain
1096,Roasted Salmon Delight,609,44,20,25,2,Non-Vegetarian,Dinner,Muscle Gain
1097,Lemon Tofu with Steamed Veggies,586,19,58,9,5,Vegan,Dinner,Maintenance
1098,Steamed Salmon with Basmati Rice,544,32,71,6,7,Non-Vegetarian,Dinner,Maintenance
1099,Baked Pasta with Herbs,641,16,42,34,4,Vegetarian,Dinner,Muscle Gain
1100,Steamed Pasta with Basmati Rice,592,31,80,34,8,Vegan,Dinner,Maintenance
1101,Garlic Lentil with Basmati Rice,295,10,13,30,2,Non-Vegetarian,Dinner,Weight Loss
1102,Roasted Stir-Fry Platter,205,15,76,19,7,Vegetarian,Dinner,Weight Loss
1103,Creamy Tofu Special,639,17,82,25,8,Vegetarian,Dinner,Muscle Gain
1104,Tandoori Beef Platter,560,30,13,10,2,Non-Vegetarian,Dinner,Maintenance
1105,Spicy Pasta with Steamed Veggies,465,7,24,6,2,Non-Vegetarian,Dinner,Maintenance
1106,Creamy Pasta Special,657,12,76,18,7,Vegan,Dinner,Muscle Gain
1107,Garlic Soup with Basmati Rice,456,13,63,15,6,Non-Vegetarian,Dinner,Maintenance
1108,Baked Stir-Fry Delight,758,16,58,30,5,Vegan,Dinner,Muscle Gain
1109,Steamed Salad with Herbs,642,14,12,14,2,Non-Vegetarian,Dinner,Muscle Gain
1110,Lemon Oatmeal with Avocado,644,38,34,8,3,Vegan,Dinner,Muscle Gain
1111,Crispy Salmon with Herbs,581,14,14,18,2,Non-Vegetarian,Dinner,Maintenance
1112,Classic Chicken with Basmati Rice,558,11,19,35,2,Non-Vegetarian,Dinner,Maintenance
1113,Tandoori Tofu Special,489,14,13,23,2,Non-Vegetarian,Dinner,Maintenance
1114,Spicy Lentil Special,205,22,36,34,3,Vegan,Dinner,Weight Loss
1115,Grilled Stir-Fry with Olive Oil,777,15,28,21,2,Non-Vegetarian,Dinner,Muscle Gain
1116,Tandoori Salmon Platter,395,29,57,14,5,Non-Vegetarian,Dinner,Weight Loss
1117,Spicy Stir-Fry with Garlic Sauce,234,22,71,28,7,Non-Vegetarian,Dinner,Weight Loss
1118,Steamed Pasta with Steamed Veggies,682,43,90,32,9,Vegetarian,Dinner,Muscle Gain
1119,Grilled Salad Special,507,7,39,35,3,Non-Vegetarian,Dinner,Maintenance
1120,Roasted Wrap with Garlic Sauce,506,21,78,18,7,Non-Vegetarian,Dinner,Maintenance
1121,Lemon Wrap with Herbs,648,20,51,19,5,Non-Vegetarian,Dinner,Muscle Gain
1122,Classic Paneer Delight,784,45,88,3,8,Vegan,Dinner,Muscle Gain
1123,Grilled Salad with Olive Oil,691,28,73,22,7,Non-Vegetarian,Dinner,Muscle Gain
1124,Roasted Rice Bowl with Basmati Rice,482,14,56,6,5,Vegan,Dinner,Maintenance
1125,Crispy Chicken with Garlic Sauce,340,25,41,33,4,Non-Vegetarian,Dinner,Weight Loss
1126,Healthy Rice Bowl with Steamed Veggies,627,9,81,8,8,Vegetarian,Dinner,Muscle Gain
1127,Lemon Salmon with Olive Oil,387,36,57,18,5,Non-Vegetarian,Dinner,Weight Loss
1128,Tandoori Quinoa Salad Delight,656,32,21,30,2,Vegetarian,Dinner,Muscle Gain
1129,Grilled Salad with Basmati Rice,216,18,65,12,6,Vegan,Dinner,Weight Loss
1130,Lemon Salmon with Steamed Veggies,644,35,44,24,4,Non-Vegetarian,Dinner,Muscle Gain
1131,Classic Rice Bowl Special,780,26,48,8,4,Vegetarian,Dinner,Muscle Gain
1132,Healthy Salad with Garlic Sauce,361,37,22,34,2,Vegan,Dinner,Weight Loss
1133,Hummus & Carrot Sticks,180,6,20,8,2,Vegan,Snack,Weight Loss
1134,Roasted Chickpeas,200,10,28,6,2,Vegan,Snack,Weight Loss
1135,Fruit Salad Bowl,150,3,35,1,3,Vegan,Snack,Weight Loss
1136,Makhana (Fox Nuts),160,5,26,4,2,Vegan,Snack,Weight Loss
1137,Sprout Chaat,180,12,24,4,2,Vegan,Snack,Weight Loss
1138,Greek Yogurt with Honey,200,14,24,6,2,Veg,Snack,Weight Loss
1139,Paneer Tikka Bites,240,18,8,16,2,Veg,Snack,Weight Loss
1140,Dhokla,180,8,28,4,2,Veg,Snack,Weight Loss
1141,Masala Chaas (Buttermilk),80,4,8,3,2,Veg,Snack,Weight Loss
1142,Chicken Wings (Grilled),280,24,4,18,2,Non-Veg,Snack,Weight Loss
1143,Boiled Eggs with Pepper,150,13,2,10,2,Non-Veg,Snack,Weight Loss
1144,Chicken Seekh Kebab,220,22,6,12,2,Non-Veg,Snack,Weight Loss
1145,Tuna Salad Cup,200,22,8,10,2,Non-Veg,Snack,Weight Loss
1146,Mixed Nuts Trail Mix,250,8,18,18,2,Vegan,Snack,Weight Loss
1147,Hummus with Pita & Carrots,300,10,40,12,4,Vegan,Snack,Weight Loss
1148,Masala Chai with Biscuits,150,3,22,5,1,Vegetarian,Snack,Weight Loss
1149,Sprouts Chaat,180,10,28,4,8,Vegan,Snack,Weight Loss
1150,Peanut Butter Banana Toast,280,10,35,12,4,Vegan,Snack,Weight Loss
1151,Trail Mix,200,6,18,14,3,Vegan,Snack,Weight Loss
1152,Boiled Egg Salad,200,18,6,12,2,Non-Vegetarian,Snack,Weight Loss
1153,Spicy Tofu with Basmati Rice,438,37,87,4,8,Vegan,Snack,Maintenance
1154,Grilled Avocado Toast with Olive Oil,470,7,68,10,6,Vegan,Snack,Maintenance
1155,Baked Paneer with Basmati Rice,774,39,43,30,4,Vegan,Snack,Muscle Gain
1156,Lemon Paneer Platter,705,10,16,10,2,Vegetarian,Snack,Muscle Gain
1157,Roasted Avocado Toast with Garlic Sauce,382,37,23,22,2,Vegan,Snack,Weight Loss
1158,Crispy Quinoa Salad with Avocado,331,35,80,13,8,Vegan,Snack,Weight Loss
1159,Crispy Quinoa Salad with Basmati Rice,519,30,57,31,5,Vegan,Snack,Maintenance
1160,Lemon Lentil with Herbs,221,42,80,17,8,Vegan,Snack,Weight Loss
1161,Lemon Tofu with Herbs,641,27,64,29,6,Vegetarian,Snack,Muscle Gain
1162,Roasted Tofu Special,368,29,10,27,2,Vegetarian,Snack,Weight Loss
1163,Tandoori Oatmeal Platter,698,14,34,21,3,Vegetarian,Snack,Muscle Gain
1164,Spicy Pasta with Olive Oil,333,45,43,13,4,Vegetarian,Snack,Weight Loss
1165,Classic Rice Bowl Platter,209,12,19,12,2,Non-Vegetarian,Snack,Weight Loss
1166,Baked Avocado Toast with Basmati Rice,428,6,34,28,3,Vegetarian,Snack,Maintenance
1167,Steamed Pasta with Olive Oil,521,12,48,35,4,Vegan,Snack,Maintenance
1168,Tandoori Oatmeal with Garlic Sauce,767,13,34,29,3,Vegetarian,Snack,Muscle Gain
1169,Classic Pasta with Avocado,782,24,61,3,6,Non-Vegetarian,Snack,Muscle Gain
1170,Garlic Soup with Herbs,490,37,89,24,8,Non-Vegetarian,Snack,Maintenance
1171,Roasted Soup Platter,772,43,50,31,5,Vegan,Snack,Muscle Gain
1172,Roasted Pasta with Avocado,686,33,43,18,4,Non-Vegetarian,Snack,Muscle Gain
1173,Tandoori Lentil Special,369,34,26,4,2,Vegan,Snack,Weight Loss
1174,Classic Avocado Toast with Herbs,448,11,48,10,4,Vegetarian,Snack,Maintenance
1175,Tandoori Lentil Delight,356,32,32,20,3,Vegan,Snack,Weight Loss
1176,Tandoori Avocado Toast with Garlic Sauce,530,20,21,20,2,Vegetarian,Snack,Maintenance
1177,Grilled Quinoa Salad with Garlic Sauce,548,22,86,20,8,Vegan,Snack,Maintenance
1178,Classic Salad Delight,217,10,47,17,4,Non-Vegetarian,Snack,Weight Loss
1179,Grilled Paneer with Steamed Veggies,458,35,24,7,2,Vegetarian,Snack,Maintenance
1180,Creamy Soup with Steamed Veggies,355,14,82,22,8,Vegan,Snack,Weight Loss
1181,Crispy Wrap Delight,648,10,86,5,8,Vegetarian,Snack,Muscle Gain
1182,Roasted Tofu Delight,556,31,52,23,5,Non-Vegetarian,Snack,Maintenance
1183,Garlic Rice Bowl with Basmati Rice,720,13,18,20,2,Non-Vegetarian,Snack,Muscle Gain
1184,Grilled Avocado Toast with Basmati Rice,444,41,59,17,5,Vegetarian,Snack,Maintenance
1185,Steamed Oatmeal Delight,754,7,89,7,8,Vegetarian,Snack,Muscle Gain
1186,Lemon Stir-Fry with Olive Oil,424,45,34,19,3,Vegetarian,Snack,Maintenance
1187,Baked Soup Special,319,13,15,5,2,Non-Vegetarian,Snack,Weight Loss
